"Group.1" "Group.2" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.."
"LAYING" 2 -0.692686060833333 -0.998436138508333 -1.09147890729167 -1.46876867958333 -0.235675225833333 -0.337395538541667 -0.903274917583333 -0.970917752798125 -0.99024466333125 -1.00675183966667 -1.09409243354167 -0.8154237143125 -1.095209983375 -1.025426555525 -1.05821412333333 -1.950309398125 -1.950309398125 -1.97325977229167 -1.91117562354167 -1.981485169375 -1.949971541875 -1.96082598354167 -1.969173166875 -1.97306388666667 -1.96775564333333 -1.975542503125 -1.97529182833333 -1.965232251875 -1.92584610979167 -1.950231584375 -1.96994260395833 -1.93321135145833 -1.97974136270833
"WALKING" 3 -0.0847892639655172 -0.0870908496306897 -0.500086854137931 -0.0412648481034483 -1.22434199741379 -1.09019966125862 -0.187205055613276 -0.0349028109258621 -0.535108762327586 -0.597510079424138 -0.641708353913793 -0.395347817268966 -0.481162802536207 -0.677875449310345 -0.587025690426379 -0.583119269827586 -0.583119269827586 -0.419925672739655 -1.02792243741379 -1.1335067787931 -0.695890792896552 -0.20533326732931 -0.835372548448276 -0.601291075655172 -0.146123577777759 -1.05766636344828 -1.05296713362069 -1.1304149387931 -0.964022605517241 -0.746404616034483 -0.27661650737 -1.20239906517241 -1.15683865396552
"WALKING_UPSTAIRS" 3 -0.052303564559322 -0.0207828597183051 -0.479819467505085 -0.060507383220339 -1.29267710762712 -1.07241363033898 -0.415676518330508 -0.211955437492203 -0.687731158054237 -0.38384123159322 -0.722018251569492 -0.470766935384746 -0.622781327457627 -0.815811394438983 -0.623252035057627 -0.517612327542373 -0.517612327542373 -0.875921751186441 -0.75620846540678 -1.37688944169492 -0.677337235525424 -0.0868492909610169 -0.855291754745763 -0.964880815932203 -0.551964071115085 -1.4160203979661 -0.863037673118644 -1.19333945542373 -0.992601011186441 -0.763860448644068 -0.893530100677966 -0.959393386159322 -1.45691121491525
"WALKING_DOWNSTAIRS" 3 0.235013437183673 -0.0525057802716326 -0.478380088397959 -0.0110033418367347 -1.17492385204082 -1.00229670579592 -0.0132320747755102 -0.100468418061224 -0.573762522842653 -0.393226690465306 -0.560676192355102 -0.318481029197959 -0.36355332737551 -0.720104131259184 -0.416224725418367 -0.103946619675306 -0.103946619675306 -0.297871696106122 -0.461089200591837 -1.09248678816327 -0.107612413589796 -0.11742283732449 -0.794175448346939 -0.256113611195918 -0.283666782694633 -1.14258452489796 -0.437696905346939 -1.09578870428571 -0.851030774444898 -0.204908102559184 -0.208580265340816 -0.654817456391837 -1.20118802
"SITTING" 3 -0.713812521826923 -0.860120810532692 -0.973468095711538 -0.0562254732692308 -0.776619629023269 -0.758715735807692 -0.901857548519231 -0.950906099619231 -0.978895049697115 -1.00397128894231 -1.02009557409615 -0.832402312831538 -1.07615279501923 -1.01472689683462 -1.03275966724558 -1.76568505019231 -1.76568505019231 -1.93563083711538 -1.84487247611538 -1.95477072788462 -1.94176031942308 -1.74156340884615 -1.78231038942308 -1.95123389826923 -1.91063190807692 -1.94800524192308 -1.92556370057692 -1.89578353846154 -1.86560110961538 -1.77881231769231 -1.93245774461538 -1.87211457265385 -1.95458790826923
"STANDING" 3 -0.686696029672131 -0.907786962719672 -1.01304073771511 -0.0469896495081967 -1.25916045213115 -0.90339847062459 -0.881996427116557 -0.933970149291803 -0.98113141425918 -0.925124834618033 -0.986298810022951 -0.845837876065574 -1.04039790452459 -1.01567532977049 -0.999976227472131 -1.84057412262295 -1.84057412262295 -1.90807388360656 -1.77421457081967 -1.92001910655738 -1.93005469688525 -1.80050970229508 -1.84430898983607 -1.91823777852459 -1.88744652081967 -1.94477085295082 -1.80326794 -1.86083709836066 -1.83591638377049 -1.84880500885246 -1.89683428213115 -1.79712208065574 -1.91745322836066
"LAYING" 3 -0.707259786451613 -0.981013223020968 -1.06499151234516 -1.22427067112903 -0.14417065 -0.476104358709677 -0.903898202258064 -0.954906623546774 -0.986449421646782 -0.995362806129839 -1.04912336965323 -0.825506047919355 -1.08037314383871 -1.02573991846774 -1.05207214951613 -1.93700952258065 -1.93700952258065 -1.95560589129032 -1.90583986241935 -1.96985288080645 -1.96435673806452 -1.92526458709677 -1.93161122177419 -1.96363581822581 -1.93979612645161 -1.96283424903226 -1.9461536966129 -1.95513217774194 -1.929598815 -1.93387449258065 -1.95125497580645 -1.92002858064516 -1.96684640935484
"WALKING" 4 -0.162247956166667 -0.0936666843025 -0.697655871683333 -0.019826798 -1.05381724756667 -0.835203999333333 -0.218689704315 -0.218209107295 -0.752159061838333 -0.5327149147795 -0.738084620691667 -0.582040509878333 -0.607662623308333 -0.846767385913333 -0.69557081811 -0.839729677333333 -0.839729677333333 -0.683619835833333 -1.05090831222667 -1.411450405 -0.873954379333333 -0.251199084005167 -1.2252037965 -0.656209486116667 -0.489453397833333 -1.501350683 -0.916031299666667 -1.34311782683333 -1.31783960433333 -1.1019771865 -0.639046512 -1.20322278885 -1.48209550183333
"WALKING_UPSTAIRS" 4 0.0659436538269231 -0.0986703400910385 -0.486357233211538 -0.0122309211538462 -1.15632032365385 -0.835451914980769 -0.324390836344231 -0.258141276011538 -0.723092503555769 -0.415048523375 -0.637132737590385 -0.276435663546154 -0.665138875146154 -0.879773635578846 -0.628486210888462 -0.365716235838462 -0.365716235838462 -0.838183732692308 -0.810753542307692 -1.44224883211538 -0.467705489379808 -0.218543607532692 -0.869765540384615 -0.815067232115385 -0.612330218031923 -1.45287910923077 -0.854617685961538 -1.17413448076923 -0.775299249423077 -0.577831396692308 -0.894730372307692 -1.12828370096154 -1.53495870942308
"WALKING_DOWNSTAIRS" 4 0.291158879177778 -0.228400333496667 -0.585963501711111 -0.00752702266666666 -0.994151318406667 -0.789038985555556 -0.048573433798 -0.140604492706667 -0.633938364553333 -0.473083517822222 -0.769856132344444 -0.439216850964444 -0.488123767911111 -0.851701731566667 -0.37506371728 -0.131117576784444 -0.131117576784444 -0.445710335725111 -0.7271789182 -1.22992255844444 -0.0332294014355556 -0.452137957186667 -1.00737775466667 -0.369882970057778 -0.350143723053333 -1.25278470577778 -0.655217894391111 -1.40906420777778 -0.939964952355556 -0.282718365528889 -0.455722063513333 -0.886887457555556 -1.30722338755556
"SITTING" 4 -0.70877165108 -0.897387046238 -1.03807760248 -0.1121022884 -0.721104563923106 -0.84082877352 -0.8982921723 -0.9554543227094 -0.9911887609596 -1.01957530196 -1.04789818148 -0.82682189462 -1.06684921544 -1.026289747996 -1.0178012667672 -1.8501026648 -1.8501026648 -1.932681394 -1.8549616068 -1.956297152 -1.9593706876 -1.7952502812 -1.87878306 -1.9556226248 -1.8935915488 -1.9568543538 -1.9339227428 -1.9217040668 -1.8666452466 -1.8488178046 -1.9240852532 -1.8776203068 -1.9528095172
"STANDING" 4 -0.696420834107143 -0.871086489735536 -0.993038028946429 -0.0167105646428572 -0.993514370928571 -0.732510949321429 -0.900453703978571 -0.944884834794875 -0.994243190128214 -0.9403329087 -1.01105199758929 -0.834431395482143 -1.05269177271429 -1.02219089477857 -1.00705736925107 -1.79745473517857 -1.79745473517857 -1.92153022053571 -1.78612641821429 -1.93189685821429 -1.95223518732143 -1.74692948680357 -1.81919773892857 -1.94801761785714 -1.88169955107143 -1.94487791714286 -1.81792895589286 -1.90181878535714 -1.83193258660714 -1.81295405696429 -1.91617178232143 -1.80140357 -1.93090135696429
"LAYING" 4 -0.690634523907407 -0.956717226512963 -1.07335546512963 -1.34186462814815 -0.0546515314814815 -0.634645298333333 -0.884853359333333 -0.935276356193648 -0.984922527546667 -0.982333985694444 -1.05412210992778 -0.792353350907407 -1.08012308194444 -1.02497867303704 -1.05518098864815 -1.88584981975926 -1.88584981975926 -1.93088220240741 -1.87726824425926 -1.96776671574074 -1.91126695907407 -1.88526434555556 -1.92965873314815 -1.95862175 -1.88833686888889 -1.95564456574074 -1.94229847592593 -1.92837033925926 -1.92728672925926 -1.87657767725926 -1.92032424462963 -1.90865698537037 -1.966152705
"WALKING" 5 -0.0162561879821429 0.0594633710570893 -0.564763212714286 -0.00672342160714287 -1.062025760125 -0.962104567644643 -0.218302141267857 -0.107359152983929 -0.61281210263625 -0.539769487520357 -0.573635554785714 -0.237157065589286 -0.4465222388125 -0.616394076858929 -0.2059505035875 -0.5355174077875 -0.5355174077875 -0.570575300857143 -0.848109907142857 -0.933732231607143 -0.585299962607143 0.0520630606357143 -0.973311048035714 -0.666345125928571 -0.235576914615 -1.22392661125 -0.902061539821429 -1.01663509892857 -0.633494106214286 -0.824629414964286 -0.575167037151786 -1.07400433571429 -1.00371887571429
"WALKING_UPSTAIRS" 5 0.222735691929787 0.152495483961277 -0.416410432702128 -0.0167581340425532 -1.16645428893617 -0.944623116424894 -0.144352215957447 -0.111013576434043 -0.663959985410426 -0.403823150191489 -0.557541378185106 -0.223007051178723 -0.448274888851064 -0.687811626037234 -0.335643918589362 -0.0931801815670213 -0.0931801815670213 -0.55759002287234 -0.590204799519149 -1.03147623340426 -0.166223536682979 0.237927946989362 -0.74672733587234 -0.515053313361702 -0.302129073676596 -1.27554317595745 -0.765300676459574 -0.92009544 -0.520179400053192 -0.423353452148936 -0.643291614914894 -0.833009582765957 -1.14382915851064
"WALKING_DOWNSTAIRS" 5 0.568590037595745 0.0822620007723404 -0.426211365978723 0.00615841404255319 -0.973121252682979 -0.905514941954104 0.141892150623404 0.0611230548510638 -0.50131187142766 -0.528941414778723 -0.47991474902766 -0.147213043425532 -0.521451225702128 -0.585421146081915 -0.0743874402659574 0.416561229595745 0.416561229595745 -0.0930099069191489 -0.57870814057234 -0.847498833404255 0.434986733914894 0.106055056912766 -0.728137939787234 -0.0257452819042553 0.0333687139259575 -1.04315802148936 -0.810286042489362 -0.814035850425532 -0.40888021493766 0.19859553113617 -0.0805517571455319 -0.833479688987234 -0.940825669574468
"SITTING" 5 -0.7072508825 -0.914235956293182 -1.03463504049318 -0.102406097727273 -0.771497455795455 -0.802002141934091 -0.900247109136364 -0.955573994597727 -0.970050433597182 -1.00846100597955 -1.03361247613636 -0.858244491886364 -1.05501177861364 -1.02090420960227 -1.01364998608409 -1.85891735022727 -1.85891735022727 -1.93507788727273 -1.86571645704545 -1.9442408975 -1.96004165454545 -1.82372626578182 -1.86790772681818 -1.95255549840909 -1.90870193181818 -1.94552366068182 -1.92650762113636 -1.90303183090909 -1.8853499025 -1.86195989568182 -1.93098562568182 -1.8795071875 -1.94227377363636
"STANDING" 5 -0.686047424821429 -0.876444098938036 -0.971498417482143 -0.0138995069642857 -0.970684070042857 -0.775970059107143 -0.890128094267857 -0.933437042858929 -0.976113340985536 -0.94266641258875 -0.984725609107143 -0.838376979319643 -1.03415503041071 -1.00108856048929 -0.986977477198214 -1.78587850232143 -1.78587850232143 -1.89982561375 -1.7677133425 -1.90637662446429 -1.93516932607143 -1.75872953855357 -1.77331518696429 -1.92883815589286 -1.86757280946429 -1.92651102785714 -1.82244271803571 -1.87123133589286 -1.82398019285714 -1.79138656321429 -1.88542786321429 -1.77345791553571 -1.89848290089286
"LAYING" 5 -0.687600184038462 -0.987599825596154 -1.07650012001923 -1.42916593384615 -0.0310737076923077 -0.713431953076923 -0.898491379692308 -0.957085822665385 -0.988460040058077 -1.00139220788865 -1.05729833019231 -0.800689409980769 -1.08553638269231 -1.02420417175962 -1.06051056105769 -1.92539066923077 -1.92539066923077 -1.95761839923077 -1.9052262225 -1.9701908025 -1.93369557211538 -1.93832870769231 -1.94288991576923 -1.9683149275 -1.93157114615385 -1.96938590846154 -1.95650326153846 -1.95550744673077 -1.92650868653846 -1.92476035346154 -1.95373831461538 -1.92752013211538 -1.96805251884615
"WALKING" 6 -0.0128798492982456 0.147318466088246 -0.614627373070175 -0.0197124414035088 -1.17894342035088 -0.924016143105263 -0.062826179245614 -0.00839419785964912 -0.583166778498246 -0.471530571277193 -0.406148514494737 -0.299258454808772 -0.270490042554386 -0.452621143324561 -0.220644150654386 -0.433574881 -0.433574881 -0.265719990894737 -0.646810757894737 -0.68599882545614 -0.533162013140351 0.242481264160175 -1.04899478614035 -0.343637611968421 -0.0439291643350877 -1.15006297035088 -0.754974564919298 -0.67338713631579 -0.715784692242105 -0.623069701157895 -0.151901393629825 -0.840329446 -0.774579440605263
"WALKING_UPSTAIRS" 6 0.218094336246667 0.162033578820392 -0.475601953680392 -0.0457671835294118 -1.25363329196078 -0.924657248596078 -0.108194406098039 -0.0376860304762745 -0.563208854029412 -0.398714406205882 -0.367698100515098 -0.117476779076863 -0.251965742984902 -0.532264656431373 -0.228494795677647 -0.0613717867743137 -0.0613717867743137 -0.377350162294118 -0.329014954347059 -0.782975219235294 -0.152208935531569 0.256927287131373 -0.793122284176471 -0.431627844196078 -0.139972735301961 -1.12098857294118 -0.505313136196078 -0.643272351080392 -0.356412296119608 -0.304109373287059 -0.347603075418431 -0.548800907623529 -0.915174052794118
"WALKING_DOWNSTAIRS" 6 0.6607268979375 0.340628118705417 -0.42741358872875 -0.0258748122916667 -1.147623935625 -0.937458583505417 0.268952414566667 0.286420887600833 -0.34614202844375 -0.294387597052083 -0.223407790860417 -0.007078533451875 0.01369357285 -0.270317397039583 0.15598363391875 0.707366645625 0.707366645625 0.313347246625 -0.0283598929383333 -0.19416510157625 0.731678272708333 0.623019011447917 -0.683616901416667 0.225206501254 0.478444844904167 -0.67214325225 -0.223353309325 -0.36579844195625 -0.122822013389583 0.540580791645833 0.398643120191667 -0.256727400720833 -0.278438929861042
"SITTING" 6 -0.703386446181818 -0.93827329262 -1.0359248258 -0.0551794343636364 -0.892613128390909 -0.885953866646909 -0.894457312841273 -0.945141129683818 -0.952335674724546 -0.994611910101273 -1.03403837498236 -0.854246750290909 -1.03738415716364 -0.995179396366182 -1.00533810237055 -1.88111618690909 -1.88111618690909 -1.91091532981818 -1.85396328490909 -1.91307979963636 -1.95780273945455 -1.85394132145455 -1.86156659090909 -1.94252624727273 -1.89395086327273 -1.91583634072727 -1.90307844709091 -1.88875886345455 -1.88209169327273 -1.87529759418182 -1.895653354 -1.85927482090909 -1.90323125945455
"STANDING" 6 -0.701411911052632 -0.93961682447193 -1.03786520387719 -0.0404440629824561 -1.19870013736842 -0.928875714921053 -0.900062675333333 -0.940643437083333 -0.972364364208772 -0.975813211619298 -1.00146895025965 -0.871042681368421 -1.04971612736842 -1.00530499415789 -1.01340139613684 -1.88433312614035 -1.88433312614035 -1.92320158210526 -1.85529631736842 -1.91594245684211 -1.96116766140351 -1.85178558280702 -1.86493124122807 -1.94871621649123 -1.90208691526316 -1.93363936385965 -1.88442977964912 -1.88581232035088 -1.8976953045614 -1.89051391157895 -1.91129558421053 -1.84977305859649 -1.9075136377193
"LAYING" 6 -0.685392901912281 -0.934897743442105 -1.0583356707193 -1.36445618912281 -0.00256814228070176 -0.7522630294 -0.869992859210526 -0.934819786788421 -0.956357882382456 -0.963338727763158 -1.05085326452807 -0.760039820350877 -1.05087889287719 -1.00103924864842 -1.03135654596491 -1.81620509678947 -1.81620509678947 -1.90509243929825 -1.82989467175439 -1.90880273982456 -1.87157719567193 -1.85341801133333 -1.86204966070175 -1.93569159631579 -1.87176087298246 -1.91799338561404 -1.89760474824561 -1.8871366422807 -1.87977338719298 -1.81772563205263 -1.90020813508772 -1.85884852964912 -1.90920061192982
"WALKING" 7 -0.0516502789473684 -0.0959155214508772 0.0487190483140351 -0.047284799122807 -1.12850115877193 -1.11300669455612 -0.255879961221053 -0.0363126224964912 -0.170528369562807 -0.501025164932281 -0.314809677940351 -0.331903075059649 -0.335321496579404 -0.218913013713158 -0.507874280732982 -0.296363752329825 -0.296363752329825 -0.220506229715789 -0.504242518359649 -0.39536289607193 -0.665083313859649 -0.207878243536842 0.17190005332386 -0.749030588666667 -0.166384633464386 -0.297241912099649 -0.882010361333333 -0.442826066454386 -0.830003636140351 -0.502950430105263 -0.0605570878547368 -0.536804680415263 -0.239506233271403
"WALKING_UPSTAIRS" 7 -0.046166051372549 -0.353723923109804 -0.289434714443137 -0.114076493333333 -1.18072519960784 -1.28527561921569 -0.342688122031373 -0.520709982764706 -0.607882955941176 -0.502631344892157 -0.575468440514314 -0.209762979901961 -0.702476745880392 -0.719465650127451 -0.754635923513725 -0.532819045429412 -0.532819045429412 -0.929960943333333 -0.657244017784314 -1.3383978445098 -0.616069512686275 -0.722616076078431 -0.442373290815686 -0.881621907647059 -1.07126697254902 -1.21368413568627 -0.752526304215686 -1.14788488117647 -0.801213157313725 -0.793925868235294 -0.952224610588235 -0.978977427764706 -1.37741824980392
"WALKING_DOWNSTAIRS" 7 0.346388640097872 -0.154812310031915 -0.160578553362766 -0.034252330212766 -1.08255036668085 -1.08369200748085 0.125396011192553 -0.315385782276596 -0.36314679727234 -0.513153708961702 -0.342343596670213 -0.284156646489149 -0.570458369565957 -0.337710632782979 -0.504147305808511 0.23442355667383 0.23442355667383 -0.0801359913219149 -0.448492422319149 -0.694008636085106 0.117353911317021 -0.335489452744681 -0.23933771463617 -0.0347855600659574 -0.640615070638298 -0.694269406234043 -0.772032444446809 -0.56616081612766 -0.79472032087234 0.240355163880851 0.175246726408511 -0.651954709106383 -0.642641372870213
"SITTING" 7 -0.687993737291667 -0.924065674345417 -0.9789975390625 0.0120653910416667 -0.939347798122917 -0.80363891038125 -0.9153061188125 -0.957772334527292 -0.956056058511875 -0.991508925304583 -0.977736301114583 -0.911073543027083 -1.06818460813333 -1.020669169125 -1.02641129233333 -1.80038972685417 -1.80038972685417 -1.946802950625 -1.795933849375 -1.9578795525 -1.94557709291667 -1.83611982958333 -1.74875839083333 -1.96606358833333 -1.941238593125 -1.94320269916667 -1.88635818 -1.894922785 -1.887245950625 -1.7958724145 -1.93944905166667 -1.82888693333333 -1.95360093020833
"STANDING" 7 -0.696584030943396 -0.937974955990566 -1.01684199881132 -0.0291888160377359 -1.08377004760377 -0.990818386849057 -0.901212033433962 -0.958863606081887 -0.982902082611132 -0.974405908613019 -1.02708059113208 -0.866526277301887 -1.05613736376415 -1.01811751854717 -1.03270579249057 -1.87631481603774 -1.87631481603774 -1.94194766226415 -1.86186452339623 -1.94948501301887 -1.95722317037736 -1.86100253679245 -1.85090933358491 -1.9550521690566 -1.93401538320755 -1.94276335377358 -1.88601362396226 -1.9033668290566 -1.91150446264151 -1.8828994154717 -1.93651005018868 -1.85855312396226 -1.94557058698113
"LAYING" 7 -0.686336915961538 -0.946703820342308 -1.05433940253846 -1.41703552067308 -0.562099271153846 -0.0543711609615385 -0.884087354346154 -0.948030741828846 -0.986148456051346 -0.962953241630962 -1.07867763044231 -0.799374860807692 -1.07978147598462 -1.01237346989038 -1.05606205773077 -1.843431537 -1.843431537 -1.94743817192308 -1.83445609384615 -1.95421396692308 -1.88454482615385 -1.86511185615385 -1.91199229096154 -1.96395322230769 -1.94841779384615 -1.94459797288462 -1.91603280211538 -1.89729808134615 -1.91578172346154 -1.83851934355385 -1.93342548730769 -1.86002323788462 -1.9435209475
